SKU Code,SAP Code,SAP Name,Category,Model Code,Model Name,UPC Code,HS Code,Release Date,Season,Capacity(Capacity Unit),Collection Name,Color,Material,Size (mm),Net Weight(Weight Unit),Country of Origin,Care Instructions,Line Name,Operational Status,Sales Grade,Design Grade,SAP Price (KRW),Paid Packaging Options,Product Name (ko),Product Name (en),Product Description (ko),Product Description (en),Collection Name (ko),Collection Name (en),Internal Search Keyword (ko),Internal Search Keyword (en),Sales Availability by Channel
B00000059,17000061,WAVE HOLDER-02,TABLE ACCESSORIES > TABLE ACCESSORIES,18000047,WAVE HOLDER,8809907776061,7615109020,2025-09-05,2025,0.000 (),WAVE,Silver,,170.6*33.7*31.8,388,중국," | KO: 식기세척기 및 전자레인지 사용 금지
부드러운 스펀지와 중성세제로 세척, 용도 외 사용 금지
과탄산소다 사용 금지 | EN: Not safe for dishwasher or microwave
Use a soft sponge and mild detergent, Use only for its intended use
Do not use oxygen bleach (e.g., sodium percarbonate)",WAVE,CONTINUED,1,2.0,60000,"S16000232:NUF 2025 SHOPPING BAG (M), S16000241:NUF 2025 WARE GIFT BOX (M)",웨이브 디저트 2인 세트,Wave Dessert Set for Two,입체적인 곡선 쉐입이 돋보이는 2인 웨이브 디저트 세트 & 스타일링 가능한 곡선형 슬롯 홀더,Wave Dessert Set for two people with sculptural curves (includes curved slot holders for pairing),,,"디저트 세트, 2인용 세트, 디저트용 세트, 디저트 커트러리 세트, 홀더 세트","dessert set, set for two, 2-person set, dessert cutlery set, holder set",NUF_Official_KR
B00000059,17000052,WAVE BUTTER KNIFE-02BK,FLATWARE > KNIFE,18000034,WAVE BUTTER KNIFE,8809907775972,8215999000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,12*142*3,28,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,18000,,웨이브 디저트 2인 세트,Wave Dessert Set for Two,입체적인 곡선 쉐입이 돋보이는 2인 웨이브 디저트 세트 & 스타일링 가능한 곡선형 슬롯 홀더,Wave Dessert Set for two people with sculptural curves (includes curved slot holders for pairing),,,"디저트 세트, 2인용 세트, 디저트용 세트, 디저트 커트러리 세트, 홀더 세트","dessert set, set for two, 2-person set, dessert cutlery set, holder set",NUF_Official_KR
B00000058,17000121,SHINING DESSERT SPOON-02SV,FLATWARE > SPOON,18000059,SHINING DESSERT SPOON,8800294293704,8215991000,2025-09-05,2025,0.000 (),PATTERN,Silver,,29*149*8,44,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",STAR,CONTINUED,2,2.0,28000,,샤이닝 디저트 세트,Shining Dessert Set,유니크한 스타 패턴 핸들이 돋보이는 샤이닝 디저트 세트,Shining Dessert Set with unique star-patterned handles,,,"스푼 포크 세트, 디저트 스푼 포크 세트, 디저트 스푼 세트, 디저트 포크 세트","spoon fork set, dessert spoon fork set, dessert spoon set, dessert fork set",NUF_Official_KR
B00000058,17000119,SHINING DESSERT FORK-02SV,FLATWARE > FORK,18000057,SHINING DESSERT FORK,8800294293698,8215992000,2025-09-05,2025,0.000 (),PATTERN,Silver,,23*147*8,39,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",STAR,CONTINUED,2,2.0,28000,,샤이닝 디저트 세트,Shining Dessert Set,유니크한 스타 패턴 핸들이 돋보이는 샤이닝 디저트 세트,Shining Dessert Set with unique star-patterned handles,,,"스푼 포크 세트, 디저트 스푼 포크 세트, 디저트 스푼 세트, 디저트 포크 세트","spoon fork set, dessert spoon fork set, dessert spoon set, dessert fork set",NUF_Official_KR
B00000057,17000167,LINE PLATE S-04BG,DINNERWARE > PLATE,18000095,LINE PLATE S,8800294294329,6912001020,2025-09-05,2025,0.000 (),LINE,"White,Beige",,196*209*20,485,중국,,LINE,CONTINUED,1,1.0,28000,,,,,,,,,,NUF_Official_KR
B00000057,17000109,LINE DESSERT FORK-02BG,FLATWARE > FORK,18000017,LINE DESSERT FORK,8800294293629,8215992000,2025-09-05,2025,0.000 (),LINE,"Silver,Beige",,23*145*7,38,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,,,,,,,,,,NUF_Official_KR
B00000057,17000108,LINE BUTTER KNIFE-02BG,FLATWARE > KNIFE,18000053,LINE BUTTER KNIFE,8800294293667,8215999000,2025-09-05,2025,0.000 (),LINE,"Silver,Beige",,20*160*7,40,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,,,,,,,,,,NUF_Official_KR
B00000056,17000199,PENCIL SPOON-02PK,FLATWARE > SPOON,18000070,PENCIL SPOON,8800294296439,8215991000,2025-09-05,2025,0.000 (),OFFICE,"Silver,Pink",,31*130*10,51,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지
어린이의 손이 닿지 않는 곳에 보관 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe
Store out of reach of children",PENCIL,CONTINUED,3,3.0,28000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",펜슬 디저트 세트,Pencil Dessert Set,펜슬 디테일의 핸들 디자인이 유니크함을 더하는 디저트 세트,Dessert Set with a unique pencil motif on the handles,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트, 오피스 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set, office set",NUF_Official_KR
B00000056,17000198,PENCIL KNIFE-02PK,FLATWARE > KNIFE,18000071,PENCIL KNIFE,8800294296446,8211910000,2025-09-05,2025,0.000 (),OFFICE,"Silver,Pink",,18*134*10,51,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지
어린이의 손이 닿지 않는 곳에 보관 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe
Store out of reach of children",PENCIL,CONTINUED,3,3.0,28000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",펜슬 디저트 세트,Pencil Dessert Set,펜슬 디테일의 핸들 디자인이 유니크함을 더하는 디저트 세트,Dessert Set with a unique pencil motif on the handles,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트, 오피스 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set, office set",NUF_Official_KR
B00000056,17000197,PENCIL FORK-02PK,FLATWARE > FORK,18000069,PENCIL FORK,8800294296422,8215992000,2025-09-05,2025,0.000 (),OFFICE,"Silver,Pink",,19*130*10,51,중국," | KO: 사용 전 반드시 세척, 전자레인지 사용 금지
부드러운 스펀지와 중성세제로 세척, 식기세척기 사용 금지
어린이의 손이 닿지 않는 곳에 보관 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe
Store out of reach of children",PENCIL,CONTINUED,3,3.0,28000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",펜슬 디저트 세트,Pencil Dessert Set,펜슬 디테일의 핸들 디자인이 유니크함을 더하는 디저트 세트,Dessert Set with a unique pencil motif on the handles,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트, 오피스 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set, office set",NUF_Official_KR
B00000055,17000110,LINE DESSERT SPOON-02BG,FLATWARE > SPOON,18000021,LINE DESSERT SPOON,8800294293582,8215991000,2025-09-05,2025,0.000 (),LINE,"Silver,Beige",,33*149*7,42,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,,라인 디저트 세트 베이지,Line Dessert Set Beige,베이지 포인트로 미니멀한 실루엣을 완성한 라인 디저트 세트,Line Dessert Set with a minimalistic design accentuated by beige edges,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000055,17000109,LINE DESSERT FORK-02BG,FLATWARE > FORK,18000017,LINE DESSERT FORK,8800294293629,8215992000,2025-09-05,2025,0.000 (),LINE,"Silver,Beige",,23*145*7,38,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,,라인 디저트 세트 베이지,Line Dessert Set Beige,베이지 포인트로 미니멀한 실루엣을 완성한 라인 디저트 세트,Line Dessert Set with a minimalistic design accentuated by beige edges,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000055,17000108,LINE BUTTER KNIFE-02BG,FLATWARE > KNIFE,18000053,LINE BUTTER KNIFE,8800294293667,8215999000,2025-09-05,2025,0.000 (),LINE,"Silver,Beige",,20*160*7,40,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,,라인 디저트 세트 베이지,Line Dessert Set Beige,베이지 포인트로 미니멀한 실루엣을 완성한 라인 디저트 세트,Line Dessert Set with a minimalistic design accentuated by beige edges,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000054,17000106,LINE BUTTER KNIFE-02BK,FLATWARE > KNIFE,18000053,LINE BUTTER KNIFE,8800294293650,8215999000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,20*160*7,40,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,,라인 디저트 세트 블랙,Line Dessert Set Black,블랙 포인트로 미니멀한 실루엣을 완성한 라인 디저트 세트,Line Dessert Set with a minimalistic design accentuated by black edges,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000054,17000100,LINE DESSERT SPOON-02BK,FLATWARE > SPOON,18000021,LINE DESSERT SPOON,8809907775705,8215991000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,33*149*7,42,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,,라인 디저트 세트 블랙,Line Dessert Set Black,블랙 포인트로 미니멀한 실루엣을 완성한 라인 디저트 세트,Line Dessert Set with a minimalistic design accentuated by black edges,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000054,17000099,LINE DESSERT FORK-02BK,FLATWARE > FORK,18000017,LINE DESSERT FORK,8809907775699,8215992000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,23*145*7,38,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,,라인 디저트 세트 블랙,Line Dessert Set Black,블랙 포인트로 미니멀한 실루엣을 완성한 라인 디저트 세트,Line Dessert Set with a minimalistic design accentuated by black edges,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000053,17000068,WAVE DESSERT SPOON-02BK,FLATWARE > SPOON,18000039,WAVE DESSERT SPOON,8809907776139,8215991000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,30*137*3,33,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,18000,,웨이브 디저트 세트,Wave Dessert Set,입체적인 곡선 쉐입이 돋보이는 웨이브 디저트 세트,Wave Dessert Set with sculptural curves,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000053,17000065,WAVE DESSERT FORK-02BK,FLATWARE > FORK,18000036,WAVE DESSERT FORK,8809907776108,8215992000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,21*137*3,31,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,18000,,웨이브 디저트 세트,Wave Dessert Set,입체적인 곡선 쉐입이 돋보이는 웨이브 디저트 세트,Wave Dessert Set with sculptural curves,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000053,17000052,WAVE BUTTER KNIFE-02BK,FLATWARE > KNIFE,18000034,WAVE BUTTER KNIFE,8809907775972,8215999000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,12*142*3,28,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,18000,,웨이브 디저트 세트,Wave Dessert Set,입체적인 곡선 쉐입이 돋보이는 웨이브 디저트 세트,Wave Dessert Set with sculptural curves,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000052,17000012,CHESS DESSERT SPOON-02BK,FLATWARE > SPOON,18000010,CHESS DESSERT SPOON,8809907775408,8215991000,2025-09-05,2025,0.000 (),PATTERN,"Silver,Black",,30*140*3,30,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",CHESS,CONTINUED,1,1.0,18000,,체스 디저트 세트,Chess Dessert Set,블랙 포인트 패턴을 정교하게 입힌 체스 디저트 세트,Chess Dessert Set with an intricate black pattern,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000052,17000010,CHESS DESSERT FORK-02BK,FLATWARE > FORK,18000007,CHESS DESSERT FORK,8809907775385,8215992000,2025-09-05,2025,0.000 (),PATTERN,"Silver,Black",,22*139*3,37,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",CHESS,CONTINUED,1,1.0,18000,,체스 디저트 세트,Chess Dessert Set,블랙 포인트 패턴을 정교하게 입힌 체스 디저트 세트,Chess Dessert Set with an intricate black pattern,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000052,17000008,CHESS BUTTER KNIFE-02BK,FLATWARE > KNIFE,18000006,CHESS BUTTER KNIFE,8809907775361,8215999000,2025-09-05,2025,0.000 (),PATTERN,"Silver,Black",,19*146*6,62,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",CHESS,CONTINUED,1,1.0,18000,,체스 디저트 세트,Chess Dessert Set,블랙 포인트 패턴을 정교하게 입힌 체스 디저트 세트,Chess Dessert Set with an intricate black pattern,,,"디저트 커트러리 세트, 디저트 스푼 세트, 디저트 포크 세트, 버터나이프 세트, 디저트용 세트","dessert cutlery set, dessert spoon set, dessert fork set, butter knife set",NUF_Official_KR
B00000051,17000004,BALLOON SPOON-02,FLATWARE > SPOON,18000003,BALLOON SPOON,8809907775330,8215991000,2025-09-05,2025,0.000 (),MINI,Silver,,27*88*5,48,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",BALLOON,CONTINUED,3,3.0,26000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",벌룬 디저트 세트,Balloon Dessert Set,플랫한 엣지와 볼륨있는 쉐입의 조화가 매력적인 벌룬 디저트 세트,Balloon Dessert Set with flat edges and a voluminous shape,,,"스푼 포크 세트, 디저트 스푼 포크 세트, 디저트 스푼 세트, 디저트 포크 세트, 미니 세트","spoon fork set, dessert spoon fork set, dessert spoon set, dessert fork set, mini set",NUF_Official_KR
B00000051,17000001,BALLOON FORK-02,FLATWARE > FORK,18000002,BALLOON FORK,8809907775309,8215992000,2025-09-05,2025,0.000 (),MINI,Silver,,27*89*5,55,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",BALLOON,CONTINUED,3,3.0,26000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",벌룬 디저트 세트,Balloon Dessert Set,플랫한 엣지와 볼륨있는 쉐입의 조화가 매력적인 벌룬 디저트 세트,Balloon Dessert Set with flat edges and a voluminous shape,,,"스푼 포크 세트, 디저트 스푼 포크 세트, 디저트 스푼 세트, 디저트 포크 세트, 미니 세트","spoon fork set, dessert spoon fork set, dessert spoon set, dessert fork set, mini set",NUF_Official_KR
B00000050,17000207,RING SPOON-02,FLATWARE > SPOON,18000122,RING SPOON,8800294297849,8215991000,2025-09-05,2025,0.000 (),FASHION,Silver,,38*176*3,55,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",RING,CONTINUED,2,2.0,32000,,링 듀오 세트,Ring Duo Set,유기적인 원형 체인이 우아한 매력을 더하는 링 듀오 세트,Ring Duo Set with a ring chain defined by its circular and organic shape,,,"포크 나이프 세트, 포크 세트, 나이프 세트, 디너 세트, 식사용 세트","fork knife set, knife set, fork set, dinner set, table set",NUF_Official_KR
B00000050,17000206,RING FORK-02,FLATWARE > FORK,18000121,RING FORK,8800294297832,8215992000,2025-09-05,2025,0.000 (),FASHION,Silver,,30*177*3,48,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",RING,CONTINUED,2,2.0,32000,,링 듀오 세트,Ring Duo Set,유기적인 원형 체인이 우아한 매력을 더하는 링 듀오 세트,Ring Duo Set with a ring chain defined by its circular and organic shape,,,"포크 나이프 세트, 포크 세트, 나이프 세트, 디너 세트, 식사용 세트","fork knife set, knife set, fork set, dinner set, table set",NUF_Official_KR
B00000049,17000127,EMBOSS KNIFE-02BK,FLATWARE > KNIFE,18000065,EMBOSS KNIFE,8800294294145,8211910000,2025-09-05,2025,0.000 (),STRAIGHT,"Silver,Black",,22*173*5,35,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",EMBOSS,CONTINUED,1,1.0,23000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",엠보스 포크&나이프 듀오 세트,Emboss Fork&Knife Duo Set,볼륨감있는 핸들 디테일이 인상적인 엠보스 듀오 세트,Emboss Duo Set with voluminous embossed details on the handles,,,"포크 나이프 세트, 포크 세트, 나이프 세트, 디너 세트, 식사용 세트","fork knife set, knife set, fork set, dinner set, table set",NUF_Official_KR
B00000049,17000125,EMBOSS FORK-02BK,FLATWARE > FORK,18000063,EMBOSS FORK,8800294294121,8215992000,2025-09-05,2025,0.000 (),STRAIGHT,"Silver,Black",,26*173*5,43,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",EMBOSS,CONTINUED,1,1.0,23000,,엠보스 포크&나이프 듀오 세트,Emboss Fork&Knife Duo Set,볼륨감있는 핸들 디테일이 인상적인 엠보스 듀오 세트,Emboss Duo Set with voluminous embossed details on the handles,,,"포크 나이프 세트, 포크 세트, 나이프 세트, 디너 세트, 식사용 세트","fork knife set, knife set, fork set, dinner set, table set",NUF_Official_KR
B00000048,17000102,LINE KNIFE-02BK,FLATWARE > KNIFE,18000019,LINE KNIFE,8809907775729,8211910000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,26*204*7,60,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,23000,,라인 포크&나이프 듀오 세트 블랙,Line Fork&Knife Duo Set Black,블랙 포인트로 미니멀한 실루엣을 완성한 라인 듀오 세트,Line Duo Set with a minimalistic design accentuated by black edges,,,"포크 나이프 세트, 포크 세트, 나이프 세트, 디너 세트, 식사용 세트","fork knife set, knife set, fork set, dinner set, table set",NUF_Official_KR
B00000048,17000101,LINE FORK-02BK,FLATWARE > FORK,18000016,LINE FORK,8809907775712,8215992000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,30*178*7,63,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,23000,,라인 포크&나이프 듀오 세트 블랙,Line Fork&Knife Duo Set Black,블랙 포인트로 미니멀한 실루엣을 완성한 라인 듀오 세트,Line Duo Set with a minimalistic design accentuated by black edges,,,"포크 나이프 세트, 포크 세트, 나이프 세트, 디너 세트, 식사용 세트","fork knife set, knife set, fork set, dinner set, table set",NUF_Official_KR
B00000047,17000074,WAVE KNIFE-02BK,FLATWARE > KNIFE,18000037,WAVE KNIFE,8809907776191,8211910000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,22*171*3,42,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,23000,,웨이브 포크&나이프 듀오 세트,Wave Fork&Knife Duo Set,입체적인 곡선 쉐입이 돋보이는 웨이브 듀오 세트,Wave Duo Set with sculptural curves,,,"포크 나이프 세트, 포크 세트, 나이프 세트, 디너 세트, 식사용 세트","fork knife set, knife set, fork set, dinner set, table set",NUF_Official_KR
B00000047,17000071,WAVE FORK-02BK,FLATWARE > FORK,18000035,WAVE FORK,8809907776160,8215992000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,27*171*3,50,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,23000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",웨이브 포크&나이프 듀오 세트,Wave Fork&Knife Duo Set,입체적인 곡선 쉐입이 돋보이는 웨이브 듀오 세트,Wave Duo Set with sculptural curves,,,"포크 나이프 세트, 포크 세트, 나이프 세트, 디너 세트, 식사용 세트","fork knife set, knife set, fork set, dinner set, table set",NUF_Official_KR
B00000046,17000016,CHESS KNIFE-02BK,FLATWARE > KNIFE,18000008,CHESS KNIFE,8809907775446,8211910000,2025-09-05,2025,0.000 (),PATTERN,"Silver,Black",,22*198*6,86,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",CHESS,CONTINUED,1,1.0,23000,,체스 포크&나이프 듀오 세트,Chess Fork&Knife Duo Set,블랙 포인트 패턴을 정교하게 입힌 체스 듀오 세트,Chess Duo Set with an intricate black pattern,,,"포크 나이프 세트, 포크 세트, 나이프 세트, 디너 세트, 식사용 세트","fork knife set, knife set, fork set, dinner set, table set",NUF_Official_KR
